3 0
1.62091 2.52441
-1.24844 2.72789
-2.96998 0.42336
-1.96093 -2.27041
0.850987 -2.87677
2.88051 -0.838247
2.26171 1.97096
-0.4365 2.96807
-2.73339 1.23636
-2.51721 -1.63206
0.0132771 -2.99997
2.53156 -1.60972
2.72234 1.2605
0.410212 2.97182
-2.27906 1.95086
-2.87298 -0.86371
-0.82549 -2.88419
1.98095 -2.25296
2.96611 0.449632
1.22425 2.73884
-1.64319 2.50997
-2.99988 -0.0265539
-1.5985 -2.53866
1.27254 -2.71674
2.97361 -0.397055
1.94076 2.28768
-0.876416 2.86913
-2.88782 0.812717
-2.24417 -1.9909
0.462754 -2.96409
2.74423 -1.21211
2.50267 1.65428
-0.0398302 2.99974
-2.54571 1.58725
-2.71108 -1.28455
-0.383891 -2.97534
2.29624 -1.93061
2.86522 0.889106
0.799929 2.89139
-2.00081 2.23534
-2.96202 -0.475868
-1.19996 -2.74956
1.66534 -2.49532
2.99953 0.0531058
1.57597 2.55271
-1.29653 2.70536
-2.97701 0.370719
-1.92043 -2.30476
0.901778 -2.86126
2.8949 -0.787125
2.22646 2.01069
-0.488972 2.95988
-2.75485 1.18778
-2.48793 -1.67637
0.0663803 -2.99927
2.55966 -1.56465
2.6996 1.30849
0.35754 2.97862
-2.31324 1.91021
-2.85724 -0.914432
